name,tag_a,tag_b,tag_c,byname,belonging,population,girls_population,mailaddress,twitter,instagram,youtube,other_account,homepage,area,clubroom,action_day,minimum_day,need_tool,action,action_career,festival,festival_doing,intercollegiate,intercollegiate_group,notkeio_people,notkeio_girls,affiliated_schools,sponsor,april,may,june,july,august,september,october,november,december,january,february,march,one_word,money,nomikai_frequency,nomikai_intensity,couple,handsome_beauty,honest,serious,past_questions,find_work,introduction,top_img,pic_1,pic_2,pic_3,pic_4,pic_5,pic_6,pic_7,pic_8,pic_9,pic_10,mov_1,mov_2
国際関係会,,,福利厚生団体,IIR、あいあい,福利厚生団体,480,240,なし,keio_iir,iir.official,,,https://www.keio-iir.org/,なし,塾生会館106,週1,週1程度,やる気、楽しむ心、パッション,長期休暇などにある国際交流プログラムの企画、運営、また渡航プログラムの運営や海外のプログラムへの派遣,,参加した,屋台で食品販売,×,,0,0,,,新歓オリエンテーション,新歓合宿、新歓イベント,春の慶早戦、総会、夏合宿、AIM（インドネシアの学生との交流プログラム）,LINK（カナダの学生との交流プログラム）,International Week Summer(ヨーロッパ、アジアの学生との交流)、PAL（アジアの学生との交流）,SKIP（スタンフォード大学の学生との交流）,,総会、秋の慶早戦、OBOG会、引退式,雪山合宿,,追いコン、International Week Spring（ヨーロッパ、アジアの学生との交流）,園遊会,,,4,3,4,5,3,5,3,定期的にOBOGと関わる機会もあるうえ、企業への交渉等渉外活動も経験できます。また、先輩から定期的にインターンの話をもらえたりもします。,IIRは義塾の国際化、国際社会で活躍できる人材の輩出、の二つをモットーとした団体です。一見、真面目なサークルって思って身構えてしまうかもしれませんが、交流のプログラムの時やその他イベントでは全力で楽しみます！人数も多く必ず気の合う友達も見つかるはず！また、渡航のプログラムも充実しており、航空券の費用だけでアジア、ヨーロッパに行けるプログラムもあります。ぜひ一度部室に来てみてください~,,,,,,,,,,,,,
探検部,スポーツ,アウトドア系サークル,独立団体,,独立団体,23,5,なし,keiotanken,,,,,地球すべて,塾生会館325室,去年は毎週金曜日,特になし,活動ごとに必要なものが出てきますが、貸し出しは可能。,部会では企画と報告、実際の活動は登山、廃墟探索、ダッキーボートで川下り、無人島キャンプや洞窟探検など多岐に渡る。,,参加しなかった。,,×,,0,0,北海道大学探検部、京都大学探検部、東京学芸大学探検部、法政大学探検部、早稲田大学探検部など,,新歓オリエンテーション、新歓探検体験企画,新入生歓迎樹海キャンプ,企画に応じる。,企画に応じる。,海外活動を含む長期を行う。また、伝統的に北海道にヒッチハイク活動を行う。,企画に応じる。,企画に応じる。,三田祭期間を利用して長期活動が行われる場合がある。,企画に応じる。,冬休みを利用して長期活動が行われる場合がある。,春休みを利用した長期活動が行われる。,春休みを利用した長期活動が行われる。,登山、カメ捕獲、カヤック、限界旅、キャンプなど何でも行う。,5000,5,3,2,5,3,3,3,少なくとも面接などで相手の注意を引くエピソードはたくさん得られる。あとタフさや危機管理能力も身につく。,普通の大学生として普通の大学生活を送るとしたら、世界の、否日本のどれだけを知り、見られるだろう。おそらく、舗装された道路の上を歩き、管理された都会に住むだけで、世界の全てを知った気になるに違いない。しかし君の足元に広がる世界は無限大だ。草木をかきわけ、川の激流に身をゆだね、真の世の中を知ること、それはきっと科学の温室育ちになる以前の人類の営みを垣間見させ、失われた先人たちの豊かな感性を取り戻し、君自身の大きさを新たに目覚めさせてくれるだろう。若者よ、世界の広さを知れ！探検部は君を待っている！,https://drive.google.com/uc?export=view&id=1NkFWAueaLHmJAv1fFMEWmUrJn73E4c3x,https://drive.google.com/uc?export=view&id=1irsfWcGtgQcgCUweFG2GGmceEn4Qqy5V,https://drive.google.com/uc?export=view&id=1lfc_0kNiecFmkSjD_eGceJJASmgk9u7M,https://drive.google.com/uc?export=view&id=1TNdFzfqx_90OR71nw8vgVX5TFfmBLSUb,https://drive.google.com/uc?export=view&id=1leOQH9ZwDRDoq2PhDtcFJ-Jd2dtXQrin,https://drive.google.com/uc?export=view&id=1C8Ml9rHoIw2e5LvtvGIUBK9PZ2T0oDy_,https://drive.google.com/uc?export=view&id=1WCoSChIu11hyn-KAX9lVAEES3bLOs-3n,https://drive.google.com/uc?export=view&id=1JJ4lMd2nM5x2Gf05xRna3bx2KQW3JsuY,https://drive.google.com/uc?export=view&id=10-0bVSkoZvKbwi7dSz5rgWrE2BmlWVz3,https://drive.google.com/uc?export=view&id=10Xy90na9uAnKN4T24eKpP84XO-FbTCeH,https://drive.google.com/uc?export=view&id=1HSputrFkCyFpTHhWV-kUf_25Pk6cOF9t,,
バレーボール愛好会FINE,スポーツ,バレーボール,インカレ,FINE,未公認団体,42,0,mtk.nm.nm@icloud.com,2020fine,,,,,代々木青少年オリンピックセンター,,不定期（週0~2）,特になし,運動着(上下)、体育館用の靴,体育館での練習,,参加した,屋台での販売,〇,清泉大学、聖心大学,33,33,清泉大学、聖心大学,,新歓練習,新歓合宿,BBQ,テストお疲れご飯会,ビーチバレー,夏合宿,企画中ハロウィン,三田祭,クリスマスイベント考案中,テストお疲れご飯会,冬合宿,追いコン,初心者歓迎の男女混合バレーボールサークルです！,5000,5,3,4,4,3,1,2,OBとの関わりがあります。,新入生のみなさん、ご入学おめでとうございます。大学でもバレーボールをしたい！新しいスポーツに挑戦してみたい！友達をいっぱい作りたい！とか思っていませんか？私たちバレーボール愛好会FINEでは男女混合（他大学との合同練習）で初心者でもプレーでき、みんなで仲良くバレーボールはもちろん、イベントも多く楽しい思い出がいっぱい作れます！FINEの良いところは初心者が多く誰でも気軽にバレーボールを楽しめることです。また男女混合で誰でもプレーできるのもFINEの特徴です。練習は曜日不定期でなおかつ強制参加とかはありません！もちろん兼サーも可能です。練習といってもアップの後はほとんどがゲームでとにかくバレーボールを楽しむならこのサークルです！私たちと一緒に楽しい大学生活を送ってみませんか？いつでも連絡お待ちしています！,https://drive.google.com/uc?export=view&id=1-PgsDLv3Gw5Zrb1_WGKDaFohXL9zPsSL,https://drive.google.com/uc?export=view&id=1E8dLlwMzGYBP68JcuJg8wyA3UdUTAeX8,https://drive.google.com/uc?export=view&id=1BHt79gA9pQ9nw4Zg-yVY2RqreEwz8Cec,https://drive.google.com/uc?export=view&id=1h6xijJu8_Uh8xZE5D-0qDR-xpGQZuMb1,https://drive.google.com/uc?export=view&id=170ztK4u7uGG-JpBRrnw2M9wbXJdtss2U,,,,,,,,
慶應義塾大学医学部水泳部,スポーツ,水泳,医学部体育会,三四会水泳部、水泳部、医水、三四会,医学部体育会,55,30,なし,keiomedswim,keio_medswim,,,http://www.keiomedswim.co-site.jp/,日吉協生館、高田馬場Big Box,信濃町キャンパス 第2校舎,週6 : 月(夜練)、火(朝練)、水(夜練)、木(夜練)、土(朝練)、日(夜練),週4 : 火(朝練)、水or木(夜練)、土(朝練)、日(夜練),,日吉協生館、高田馬場Big Boxでの練習,"現在、関東医歯薬看護大会（通称医歯薬）16連覇
 2019年度東日本医科学生総合体育大会(通称東医体) 男女総合優勝",参加しなかった。,,×,,0,0,なし,なし,新歓オリエンテーション、新歓トライアル,新歓合宿、理工戦,医歯薬看護学生水泳競技大会(医歯薬)、七大学対抗戦(七医体)、桃狩り,東日本医科学生総合体育大会(東医体)に向けての練習,東日本医科学生総合体育大会(東医体)、海旅行,オフ,新人戦,秋練トライアル,オフ(任意のトライアルもあります)、スキー旅行,夏シーズンに向けての本格的な練習が始まる,短水路トライアル,長水路トライアル,医学部体育会で最大規模の部活です！アツい青春が過ごせます！,75000,2,1,3,4,5,5,3,特になし,"三四会水泳部とは、慶應義塾大学医学部体育会（通称三四会）に属する伝統ある部活です。週に朝練2回と夜練2回の計4回の練習をを行っています。男子25人、女子30人(うちマネージャー19名)、合計55人と三四会の中でも最大規模の部活です。
 医学とは日進月歩であり、学ばねばならない知識が増える中での週4回の練習は時に厳しいこともありますが、選手やマネージャー、先輩や後輩という括りを超えてフォローし合うことで互いに高め合い、これまで数々の輝かしい戦績を残して参りました。",,,,,,,,,,,,,
慶應杏葉硬式庭球会,スポーツ,テニス,独立団体,アプリコット、アプリ,独立団体,150,60,なし,apricots_2020,keio.apricots2020,,,http://gyoyo.club/,多摩川緑地広場テニスコート、富士見公園テニスコート、川崎マリエンテニスコート,,毎週月〜金曜日,特になし,ラケット、ウェア、シューズ,テニスの練習,男子:塾内ベスト8、関東ベスト16/女子:塾内ベスト4,参加した,屋台でフライドポテト販売,×,,0,0,,,新歓オリエンテーション、総会,新歓合宿,通常練習,通常練習,夏合宿、メンバー合宿,総会,通常練習,通常練習,通常練習、クリスマスパーティー,,春合宿,オリエン合宿,初心者から経験者まで幅広く楽しめるテニスサークルです！,10000,2,3,4,3,3,3,2,OBの方で各業界で活躍している方が多い,テニス好きから初心者まで和気藹々としていて、誰でも気軽に楽しめるサークルです！,https://drive.google.com/uc?export=view&id=1n2tdr7ebCZLZ5_OcZ6zxizdVHudM20OA,https://drive.google.com/uc?export=view&id=1FwV1LOHoxHK6inP360ddcoz3GmMqFa7d,https://drive.google.com/uc?export=view&id=1I3w50id8h2BZyeryGYkUYJrcDZvQ-5W5,https://drive.google.com/uc?export=view&id=1ZkqUZJmXacyB9LEb0WhqKF2Sj1fVldJk,https://drive.google.com/uc?export=view&id=1CG40iXoukYN8lVGFRXuLWHhgvb_mOTMK,https://drive.google.com/uc?export=view&id=1GDPNEErNPdn4GRbrlhEliwH72VhGrz7g,https://drive.google.com/uc?export=view&id=1LTcer0RHVtIhGHkMaM087D_9gTZkWYXT,https://drive.google.com/uc?export=view&id=1Igr_jIMZfkd-AEpZMsUkpk8cYZODeA6e,https://drive.google.com/uc?export=view&id=1AJbmtEXpNAxDF8Sqh0GQl3pE3HtG3iRh,,,,
慶應スカッシュラケットクラブ,スポーツ,スカッシュ,独立団体,KSRC,独立団体,100,50,なし,2020_KSRC,ksrc_2020shinkan,,,,品川健康センター、SQ -CUBE横浜,,週1、月～金,特になし,ラケット（貸出あり）、動きやすい服装、室内履き,練習では、上達を目指すガチ勢からスカッシュをわいわい楽しむエンジョイ勢まで、自分の取り組みたいレベルに合わせて、練習できます。もちろん、遊びのイベントもディズニーに行ったり、冬にスノボを行うなど充実しています。,"関東団体4位
 インカレ団体4位",参加しなかった。,,×,,0,0,,,新刊オリエンテーション,新歓合宿,通常練習,前期納会,,夏合宿、新人戦,インカレ予選,通常練習,インカレ、後期納会,,関東団体、インカレ団体、春合宿,,慶應唯一のスカッシュ サークルです！ガチもエンジョイも歓迎！,14000,2,3,4,5,3,4,3,"今年で51年を迎えるKSRCは、多くのOBの方々が有名な企業に就職されています。OB会でOB の方々と関わる機会もあり、貴重なお話を伺えるので、就職において強みになります。
 また、スカッシュの競技人口の少なさ故、他大学との関わりも深いため、他大学の友人が増えることも強みになります。
 他にも、会計士や弁護士などの国家試験の資格を目指す人も多く在籍していて、他の勉強との両立をしながらサークル活動を行えます！","スカッシュと聞いて、どんなスポーツか詳しく知っている人は少ないかもしれません。
 スカッシュはイギリス生まれのスポーツで、四方を壁に囲まれたコートで、二人が壁に向かってボールを交互に打つスポーツです。
 私たちのサークルの特徴は、まじめに練習する人から、スカッシュをエンジョイする人までいて、自分の意欲に合わせて活動できることです！
 多くの人が大学からスカッシュを始めるので、練習をすれば全員にトップレベルで活躍できる可能性があります。特に団体戦では、チームが一丸となって応援するのでアツい体験ができること間違いなしです。競技人口の比較的少ないスカッシュでは、他大学との交流も多く、友達がたくさんできます！
 そんなに体力に自信がない、という人も安心してください。身体接触の少ないスカッシュでは、壁に向かってボールを打つだけでとても楽しいです！笑
 純粋にスカッシュを楽しみたい！という人は、多くが週1回から練習に参加していて、先輩が1から優しく教えてくれます。
 遊びも充実していて、ボルダリングやスノボなどのアクティブな遊びから、ディズニー、温泉など一年を通じて様々なイベントがあります。
 高校時代は運動系の部活でガチで練習していた人から、何か新しいスポーツにチャレンジしてみたい人、初心者でも楽しめる運動をしてみたい人、勉強や他のサークルと両立してサークルを楽しみたい人など様々な人が所属して楽しめるサークルです！ぜひ一度体験練習や、食事会に来てみてください！",https://drive.google.com/uc?export=view&id=17muSmRBgCCFPPHvlwDsJsk1xxScqmUyt,,,,,,,,,,,https://drive.google.com/uc?export=view&id=1zI13PkINTdj6jN_Bf1VMWyHTZzOcgX_l,
慶應義塾大学医学部スケート部,,,医学部体育会,慶医 アイスホッケー アイホ アイスホッケー部 ホッケー部,医学部体育会,17,5,keiomedhockey@gmail.com,keiomedhockey19,keiomedicehockey,,,https://keiomedicehockey.jimdofree.com/,ダイドードリンコアイスアリーナ、明治神宮外苑アイススケート場、江戸川区スポーツセンター,信濃町キャンパス 第二校舎,火・木,全参加(週2日),防具、スティック (全て貸出あり),スケートリンクでの練習,東医体Aリーグ優勝,参加しなかった。,,×,,0,0,,,新歓,春大会,,オフ,夏合宿,,秋大会,,東医体,オフ,,春合宿/サムス杯,,,2,3,3,4,3,4,3,OBの先生方と強い繋がりを持てる。,"〇選手
 私達の部は、大学時代にアイスホッケーというスポーツを真剣に取り組む事によって、また定期戦や大会などで他大学の学生との交流を図ることによって、心身の陶冶と人格の形成を図り、将来医師として信頼されるような人間を育成する場として、慶應義塾大学から公認された医学部体育会です。
 
 創立75年を誇る伝統ある部活のため、OBと現役の繋がりが非常に深いことが特長です。
 
 部員全員が大学から始めた初心者なので誰もが試合に出場し活躍できます。 
 経験者はもちろん、初心者でも心から楽しめるスポーツです。新勧期間以降、2年生以上の途中入部も大歓迎です。 
 
 〇マネージャー
 練習や試合で選手が実力を十分に発揮できるように、また氷上以外における部の運営を円滑に行うことが、スケート部のマネージャーの役割です。
 マネージャーというと一見地味なイメージですが、当部のマネージャーの仕事の幅は広く、とてもやりがいがあります。
 
 地方出身者も多く、入部前はリンクに行ったこともない人が大半だったものの、今では皆アイスホッケーというスポーツに魅了されています。
 
 慶應生であれば全学部から入部可能です！",,,,,,,,,,,,,
慶應義塾大学医学部管弦楽団,音楽,オーケストラ,独立団体,医管,独立団体,45,19,なし,ikan2020,keio.ikan,,Twitter(通年)keio_ikan,http://sound.jp/ikan/#logo,慶應義塾大学信濃町キャンパス,慶應義塾大学信濃町キャンパス,週3(月・水・金),全参加,音楽への愛,演奏会に向けての練習,,参加しなかった。,,×,,0,0,日本赤十字看護大学室内楽アンサンブル部IKAN,,新歓、団員総会,病院内コンサート@日本赤十字社医療センター、OBOG会(新入生歓迎会),通常練習,通常練習、テスト前オフ,夏合宿@長野,定期演奏会,通常練習,部内演奏会,病院内コンサート@慶應病院、年末オフ,通常練習,通常練習、先生合奏,謝恩会での演奏、新歓に向けて練習,学業と音楽を両立させるならここ！全学部大歓迎のオーケストラ！,20000,2,2,5,4,5,4,4,国試を目指す医学部生はもちろん、公認会計士などを目指している先輩もたくさんいます！テスト前も休むことができて、医学部団体ならではの勉強を優先できる環境があります。また、OBOGとの繋がりも深く、サポートしてくださる環境があります。もちろん毎年卒業生は就職しています😊,私たち慶應義塾大学医学部管弦楽団(通称医管)は、慶應義塾大学医学部の学生をはじめ、理工学部、薬学部、法学部、文学部、経済学部、商学部の学生が在籍して活動している約60名のオーケストラです。主に週3回(月水金曜日)信濃町キャンパスにて、秋の年1回の定期演奏会を目標として練習しています。また定期演奏会以外にも、様々なジャンルや編成の曲を患者様の前で演奏する病院内コンサートや、医学部の式典での演奏、団員同士で自由に組んで演奏を披露しあう部内演奏会など様々な演奏機会があります。練習後の食事会、スポーツ、旅行など楽しいイベントも満載で、医管の魅力は音楽以外にも様々です。楽器経験の有無、学部、学年を超えた様々なバックグラウンドを持った個性豊かな面々と共に、素晴らしい音楽を創り、最高に熱い大学生活を一緒に送っていきましょう！,https://drive.google.com/uc?export=view&id=1seibLEVKquHFkwfnzto1gdRxOqE1Y0Zh,https://drive.google.com/uc?export=view&id=1Sb70E9pwID91hSGTCU2v1HmGii_Qfftg,https://drive.google.com/uc?export=view&id=1A6DcCwjD8gd8w7FRqhb12JSbdszH1fc2,https://drive.google.com/uc?export=view&id=1ToIPS9xdZ64DkhtXRukMeLjTDcNtRzIS,https://drive.google.com/uc?export=view&id=1eJiDHMc4t_Tp-OjsaGHnYDO-rUdU6-dY,https://drive.google.com/uc?export=view&id=1uEqzvmC1O3dXV3kWZ3mWY7WvDTWwdZoK,https://drive.google.com/uc?export=view&id=1isK5vp-_adlxnT_udWwc7GgiHxE_dFWo,https://drive.google.com/uc?export=view&id=1YreFtWfBWFQsH2QIv54GzWH848aelK9-,https://drive.google.com/uc?export=view&id=1MXYe_VGr0WoBTa1B0gUzLR742uCgyhRa,https://drive.google.com/uc?export=view&id=1l2G4YMMUWZAZtBDZMIlZ-mP-G5PO9b2a,https://drive.google.com/uc?export=view&id=1lBXFuClwWtM6jd2G-ZNduDljWjB28Wnf,https://drive.google.com/uc?export=view&id=13pMgnr4D1NLOowRZ1YQ753tGF8JaOsSh,https://drive.google.com/uc?export=view&id=1NTx9G10Yzii-keMv7qkhYGP0ITHTxYWV
慶應義塾大学医学部馬術部,スポーツ,乗馬,医学部体育会,医学部馬術部,医学部体育会,5,1,なし,keiomed_umabu,keio_med_equestrian,,,,日吉キャンパス馬場,信濃町キャンパス第二校舎&日吉キャンパス馬場,週2回、主に土日,週1回,乗馬ズボン、ヘルメット(貸し出しあり)、乗馬靴(貸し出しあり),乗馬、主に障害飛越馬術と馬場馬術の練習,,参加しなかった。,,×,,0,0,慶應義塾大学体育会馬術部,,新歓・通常練習,通常練習・馬場戦,通常練習・定期戦,北海道合宿・オフ,東日本医科学生総合体育大会・オフ,通常練習,通常練習・個人戦,通常練習・新人戦,通常練習・農工戦・年末オフ,通常練習・年始オフ,通常練習,通常練習・医歯薬合同合宿,初心者からでも、日吉でゆる〜く、楽しく乗馬が始められます！,0,2,3,2,3,4,3,4,特になし,"慶應義塾大学医学部馬術部です！！
 現在は主に毎週土曜・日曜の朝に日吉の馬場で活動しています！！ 
 常時慶應大学の【医学部・薬学部・看護医療学部】より部員を募集しています。
 大学から楽しく乗馬を始めてみませんか？動物が好きな人、初心者ももちろん大歓迎です！！",https://drive.google.com/uc?export=view&id=1HGKkXEhufJvdsrHSO_tUoXqZGUpS5sUG,https://drive.google.com/uc?export=view&id=1uSDPGZJqNaMEFScY14qAJG5DFXJiK6Iw,https://drive.google.com/uc?export=view&id=1KLVd5ZCFNw5EiG7WtATGMS0chioQo6oH,https://drive.google.com/uc?export=view&id=1WUtCxJqj1KjWAwKoXSC4L0HdOQZUGGEP,https://drive.google.com/uc?export=view&id=15joSLwg5jPyPnFPdlxQX6rvta72tV16S,https://drive.google.com/uc?export=view&id=1rnj7qFG6WWU_FVtWZjUVjUplc9O3jpDN,https://drive.google.com/uc?export=view&id=1zkduIFNzf2Oma-tilb23rs_iQkdS_Gij,https://drive.google.com/uc?export=view&id=16U_S86Dz19KiVgo1RTkC4bCma0bzKyCu,https://drive.google.com/uc?export=view&id=1WMZZwLWiBfys5fdsTcWrI_ThbSaTC7Ma,https://drive.google.com/uc?export=view&id=1o1of5T2MRvHovufFhS2EzL3O3lFAtrrh,https://drive.google.com/uc?export=view&id=1kSwp-dDYfyzCnZhnC4lh9xSe56WysD18,https://drive.google.com/uc?export=view&id=1-I6iGiJdN0y8Dp7c07pBM6IczgwBtZ03,
信濃町文芸部,文化系,文芸,,KCLC / 文芸部,未公認団体,5,3,book.shinanomachi@gmail.com,keiomedlibrary,,,,https://bookshinanomachi.wixsite.com/mysite,信濃町キャンパス/ブックカフェ等(神保町、渋谷、六本木など),なし(公認団体認可が通れば信濃町キャンパスに申請予定),月1回程度,好きな時,どなたでも,小説や文芸情報の共有と発信、読書会での課題図書についての討議、今後執筆活動や慶應病院との企画も検討中,慶應医学部新聞に寄稿,参加しなかった。,,×,,0,0,,,勧誘オリエンテーション(医学部),,,,,,,,,,,,信濃町唯一の文芸サークルです。Twitterで本の紹介も！,0,1,2,2,3,4,2,4,信濃町キャンパス母体なので医療系(特に医師)とのつながりが持てます,文芸部は昨年創設したばかりの団体です。小説はもちろん、ラノベや俳句まで部員の守備範囲はさまざまです。歴史が浅いぶん、読書にとどまらず、創作活動や病院とのコラボなどいろいろな企画にチャレンジしていきたいです。信濃町キャンパス母体ですが活動場所は不定なので医学部•看護医療学部以外の参加も大歓迎です！ 行きたい時だけゆるーく参加してもらえればと思っています。興味のある方はメールまたはTwitterにご連絡ください。本好きの方、一緒に語らいませんか？,https://drive.google.com/uc?export=view&id=1c5ArQ7Z8qKHKyInQiJuR6bKXwvul7am9,https://drive.google.com/uc?export=view&id=1aNVb2X5xw5pggZIYKOHf3ZuQ4Vt52i7l,https://drive.google.com/uc?export=view&id=1NuXNCot4aUuJL688sYbLSyc6S1g3wQVP,https://drive.google.com/uc?export=view&id=1NttCFEtGjVOUT9iB2z8uWC9D1c2iP6QM,https://drive.google.com/uc?export=view&id=1499yqkdKcg8tkmXfBZhMZ9oJyOVFJ9vd,https://drive.google.com/uc?export=view&id=19JH9NufwvTVP9SyeoiRgT9AhX2opvmDT,https://drive.google.com/uc?export=view&id=1ivX4fS_2AuUBfxdy9UMX20D0RAKiLN5s,https://drive.google.com/uc?export=view&id=1U1DfF8Hg0HuXrOYRGQUPEoS28VvkmV53,,,,,
医学部端艇部,スポーツ,ボート,医学部体育会,医学部ボート部,医学部体育会,30,14,keiomedboatkanyu20@gmail.com,keiomedboat,ko__medboat,,,,戸田公園、信濃町,信濃町にあります,女子漕手・マネ:週2 チームごとに調整可,週2,運動できる服のみ！,漕手: 漕ぐ！、マネ : ビデオ撮影、タイム取り,"昨年早慶レガッタ学部対校戦優勝
 医療系レガッタ総合3位
 101年目を迎えた歴史ある部活です",参加しなかった。,,×,,0,0,,,勧誘、早慶レガッタ,練習,練習,練習,東医体・医療系レガッタ(中旬)、後半はオフ！,練習,対東大医学部戦(上旬)、その後オフ！,オフ！,オフ！,練習,練習,練習、お花見レガッタ,医薬ボート部です！一緒にボート漕ぎませんか？初心者大歓迎です,0,2,2,3,4,3,3,4,特になし,"薬学部の女子漕手、女子マネージャーさんを募集しています！
 大学から初める人がほとんどなこのスポーツ、大会でメダルもねらえます！
 マネージャーも、ビデオを撮ったり、タイムを取ったりして、一緒に勝利をめざします！",https://drive.google.com/uc?export=view&id=1UVhsgJIFowsu3_gY1VJuSNm1I7BV135N,https://drive.google.com/uc?export=view&id=1h0-IwyouuxdN0Gn4mN82xASo2V3kYSPX,https://drive.google.com/uc?export=view&id=1x_Rzxl0OIVvHaYaYsVC_yIHD99oOZkBw,https://drive.google.com/uc?export=view&id=1ToJJWNx_6D2lz02dUt0LC680Gvn_AwwR,https://drive.google.com/uc?export=view&id=1o9yNii2TEOzIk-PTNPdVxmRjSkwL9tNf,https://drive.google.com/uc?export=view&id=1rDMEwR_Kl_U6ypPm-uWe6EWOzDxn3KPM,https://drive.google.com/uc?export=view&id=1CIH5NAyW8fu1EaQCjGGRTFJz4ApYc3CY,https://drive.google.com/uc?export=view&id=1Hi7u_LpNUHKHeam91mm-IP9KaSGXlAjw,https://drive.google.com/uc?export=view&id=1z9YoeVI5HkgtNLryVTSL6VZ6-jo7x1eM,https://drive.google.com/uc?export=view&id=1IN6itLWYsB_EGetkY6bT30Nrdfij4cM9,https://drive.google.com/uc?export=view&id=1_aG1qTXRpbfmDC2aPqhB09_dIBuC5jln,https://drive.google.com/uc?export=view&id=1E7PZbDi_kLgWeTPyNw24Kkx2Fo-F7aUV,
三四会バドミントン部,スポーツ,バドミントン,医学部体育会,慶應医学部バドミントン部,医学部体育会,43,12,なし,34kaibadminton,keiomed_badminton,羽球一年,,http://keiomedbad.starfree.jp/,四ツ谷第六小学校、豊島区雑司ヶ谷体育館、豊島区立巣鴨体育館、不特定,信濃町キャンパス 部室棟,週4、月・水・金 + 土(任意練習),医学部 : 週3義務(月・水・金) 薬・看護学部 : 週1義務(月・水・金のいずれか),ラケット、ウェア、シューズ,体育館での練習,男子関東医科歯科リーグ二部、女子関東医科歯科リーグ二部、東医体男子シングルスベスト16(×2)・男子ダブルスベスト32、新人戦男子一部ダブルス二連覇,参加しなかった。,,×,,0,0,,,新歓,五校戦,春関東医科歯科リーグ(男女両方)、関医体(全員出場可),夏合宿,東医体,通常練習,新人戦,秋男子関東医科歯科リーグ、関東コメディカルリーグ,女子関東医科歯科リーグ,初打ち,通常練習,春合宿、四校戦、私立医大戦,医・薬・看護学部の部員で活動中。お気軽にご連絡下さい！,140000,2,3,3,3,4,4,4,特になし,"私達三四会バドミントン部は、医・薬・看護学部の部員で構成されています。部員数は現在43人と医学部体育会ではかなり多い方で、その八割以上が大学はじめなので初心者でも大歓迎です。
 練習は、医学部は週3回(義務)、薬・看護学部は週1以上で、練習日は月・水・金＋土(任意練習)です。長期休暇と試験2週間前は完全任意練習になり、練習への参加は自由になります。
 医学部に関しては過去問が充実しており、週3回の練習でも試験勉強に余裕が持てます。
 また、これだけ部員が多いにも関わらず、部員全員が一年生のうちから大会に出場できるのもこの部活の特徴です。指導も手厚いので、やる気がある人はどんどん成長することができます。
 この部活には、強くなりたい人、部員と楽しみたい人、など様々な目標を持つ人がいますので、興味が湧いたら是非連絡してください。
 部員一同お待ちしています！",https://drive.google.com/uc?export=view&id=1wN6sWK0ir76LNYS2s9gmkf1tZJ-9lgGa,https://drive.google.com/uc?export=view&id=1s-9revmbksAF1cohixLPJ754ZhKEs9Ko,https://drive.google.com/uc?export=view&id=1azCr7CZrOVGW6MEAk_YAn0upoqy6uRH3,https://drive.google.com/uc?export=view&id=12n2MxmQcEsZYkydoyhQk-52E-yDExQKc,https://drive.google.com/uc?export=view&id=1fQqLkydAutT12xVNHg4cTiGU24DFDJ_E,https://drive.google.com/uc?export=view&id=1DRP7nWannNzokf6YRh6TNNS23lJAaThn,https://drive.google.com/uc?export=view&id=1MQWCv17oVj-mZzmQeG8NMxneXY76MvIo,https://drive.google.com/uc?export=view&id=1kFDhQnduNIqyVGqCMgHWuulxyhQP2B0X,https://drive.google.com/uc?export=view&id=1yjhlNTVdz8rhUgr2iZbW4AWvtMtxwsnA,https://drive.google.com/uc?export=view&id=1bhBdTQ0OReI5qa9feSjBw4hisABWGTBQ,https://drive.google.com/uc?export=view&id=1Gu6F9EM6VJlZEZQBJ8H4cV8l7j2DfVL7,https://drive.google.com/uc?export=view&id=170Mpmw-B4MiKUMm7KKzsyRJ7xhRI-diu,https://drive.google.com/uc?export=view&id=1Lyg8PLH2UkNkYDtH7a9551cSHvrTTb3j
